usage_id	host_ip	proxy	domain	"time"
9659	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:30:35.690507
9660	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:34:11.086132
9661	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:39:23.49729
9662	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:40:16.105764
9663	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:41:22.226711
9664	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:42:17.291462
9665	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:49:00.126787
9666	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:49:22.616407
9667	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:49:46.103267
9668	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:50:14.486525
9669	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:50:26.688238
9670	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:51:11.307475
9671	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:51:25.42033
9672	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:51:50.340972
9673	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:52:07.128527
9674	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:52:28.476802
9675	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:52:53.936025
9676	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:53:20.600492
9677	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:53:29.187539
9678	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:53:47.518672
9679	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:53:57.577778
9680	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:54:21.607907
9681	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:54:43.876646
9682	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:55:02.42303
9683	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:55:16.53857
9684	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:55:34.004062
9685	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:55:44.1114
9686	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:56:05.071119
9687	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:56:19.440248
9688	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:56:37.773659
9689	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:56:46.502766
9690	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:57:07.648065
9691	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:57:23.442886
9692	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:57:42.268025
9693	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:57:50.945596
9694	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:58:49.652294
9695	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:59:05.933528
9696	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:59:17.291624
9697	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:59:34.788655
9698	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 10:59:47.382172
9699	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:00:10.182686
9700	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:00:19.690015
9701	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:00:38.901594
9702	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:00:47.977084
9703	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:01:07.108038
9704	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:01:15.494674
9705	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:01:27.392216
9706	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:01:46.640683
9707	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:01:56.964946
9708	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:02:28.602614
9709	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:02:40.566063
9710	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:02:57.63573
9711	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:03:10.132697
9712	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:03:30.618148
9713	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:03:39.089591
9714	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:04:01.699414
9715	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:04:14.764747
9716	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:04:41.61618
9717	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:06:43.388035
9718	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:07:12.57863
9719	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:10:21.819932
9720	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:10:35.521057
9721	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:13:18.294556
9722	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 11:13:34.170848
9723	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-03-23 12:15:41.46134
9724	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 15:36:25.183703
9725	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 15:36:37.224503
9726	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 15:50:53.092325
9727	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 15:52:29.572194
9728	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 15:53:34.287742
9729	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:24:45.789558
9730	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:25:40.922073
9731	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:26:28.844504
9732	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:27:12.621157
9733	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:27:46.470035
9734	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:28:24.005147
9735	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:28:55.605156
9736	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:29:31.074067
9737	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:30:11.713176
9738	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:31:32.230753
9739	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:32:10.734451
9740	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:33:06.302133
9741	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:33:54.771164
9742	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:34:38.538742
9743	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:35:28.374995
9744	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:36:26.777743
9745	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:36:59.457639
9746	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:37:46.558184
9747	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:38:52.633667
9748	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:39:47.453364
9749	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:40:18.452427
9750	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:41:17.93068
9751	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:42:05.444584
9752	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:42:55.238217
9753	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:43:36.089831
9754	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:44:36.91115
9755	77.87.224.99	158.119.147.11	fw-berlin.bund.de	2012-03-23 16:45:11.403989
9756	124.124.235.58	158.119.147.11	124.124.235.58	2012-03-24 11:27:03.480203
9757	124.124.235.58	158.119.147.11	124.124.235.58	2012-03-24 11:28:21.871607
9758	124.124.235.58	158.119.147.11	124.124.235.58	2012-03-24 11:29:11.524323
9759	124.124.235.58	158.119.147.11	124.124.235.58	2012-03-24 11:30:01.836026
9760	210.176.6.250	158.119.147.11	210.176.6.250	2012-03-28 06:34:42.458
9761	210.176.6.250	158.119.147.11	210.176.6.250	2012-03-28 06:35:43.601281
9762	210.176.6.250	158.119.147.11	210.176.6.250	2012-03-28 06:36:41.621046
9763	210.176.6.250	158.119.147.11	210.176.6.250	2012-03-28 06:37:18.758564
9764	220.241.26.84	158.119.147.11	220.241.26.84	2012-03-28 12:28:39.899272
9765	220.241.26.85	158.119.147.11	220.241.26.85	2012-03-28 12:39:12.840081
9766	220.241.26.87	158.119.147.11	220.241.26.87	2012-03-28 12:39:25.47849
9767	124.124.235.58	158.119.147.11	124.124.235.58	2012-03-29 06:46:12.188091
9768	147.8.158.162	158.119.147.11	147.8.158.162	2012-03-29 08:47:13.737554
9769	220.241.26.82	158.119.147.11	220.241.26.82	2012-03-29 12:04:05.617398
9770	220.241.26.87	158.119.147.11	220.241.26.87	2012-03-29 12:27:36.531411
9771	220.241.26.84	158.119.147.11	220.241.26.84	2012-03-29 12:36:28.060101
9772	195.57.92.58	158.119.147.11	195.57.92.58	2012-03-29 12:36:47.945664
9773	220.241.26.84	158.119.147.11	220.241.26.84	2012-03-29 12:37:50.887032
9774	195.57.92.58	158.119.147.11	195.57.92.58	2012-03-29 12:39:19.455021
9775	195.57.92.58	158.119.147.11	195.57.92.58	2012-03-29 12:40:57.977069
9776	220.241.26.83	158.119.147.11	220.241.26.83	2012-03-29 12:41:44.025529
9777	195.57.92.58	158.119.147.11	195.57.92.58	2012-03-29 13:18:57.570148
9778	195.57.92.58	158.119.147.11	195.57.92.58	2012-03-29 13:20:56.67601
9779	195.57.92.58	158.119.147.11	195.57.92.58	2012-03-29 14:00:46.394542
9780	195.57.92.58	158.119.147.11	195.57.92.58	2012-03-29 14:02:05.119711
9781	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-30 04:01:05.009774
9782	23.20.228.167	158.119.147.11	ec2-23-20-228-167.compute-1.amazonaws.com	2012-03-30 10:20:04.778125
9783	200.174.153.126	158.119.147.11	fmt2.fmt.am.gov.br	2012-03-30 12:50:22.66196
9784	200.174.153.126	158.119.147.11	fmt2.fmt.am.gov.br	2012-03-30 12:59:28.943983
9785	200.174.153.126	158.119.147.11	fmt2.fmt.am.gov.br	2012-03-30 13:03:36.49229
9786	200.174.153.126	158.119.147.11	fmt2.fmt.am.gov.br	2012-03-30 13:05:16.577538
9787	200.174.153.126	158.119.147.11	fmt2.fmt.am.gov.br	2012-03-30 13:10:14.996665
9788	200.174.153.126	158.119.147.11	fmt2.fmt.am.gov.br	2012-03-30 14:45:58.159887
9789	200.174.153.126	158.119.147.11	fmt2.fmt.am.gov.br	2012-03-30 14:46:31.077839
9790	200.174.153.126	158.119.147.11	fmt2.fmt.am.gov.br	2012-03-30 14:47:02.428044
9791	200.174.153.126	158.119.147.11	fmt2.fmt.am.gov.br	2012-03-30 14:47:54.07671
9792	200.174.153.126	158.119.147.11	fmt2.fmt.am.gov.br	2012-03-30 14:53:42.124401
9793	200.174.153.126	158.119.147.11	fmt2.fmt.am.gov.br	2012-03-30 15:12:19.323546
9794	200.174.153.126	158.119.147.11	fmt2.fmt.am.gov.br	2012-03-30 15:22:56.75439
9795	200.174.153.126	158.119.147.11	fmt2.fmt.am.gov.br	2012-03-30 15:23:48.998647
9796	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-30 20:44:47.853572
9797	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-30 20:45:37.812538
9798	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-30 20:47:38.726067
9799	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-30 20:51:24.149618
9800	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-30 20:53:51.392786
9801	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-30 21:00:54.306584
9802	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-30 21:10:54.489498
9803	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-30 21:13:23.461863
9804	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-30 21:14:13.430656
9805	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-30 21:18:08.616484
9806	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-30 21:47:16.122999
9807	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-30 21:49:20.004176
9808	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-30 21:55:29.895211
9809	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-30 21:56:54.721347
9810	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-30 22:52:55.533103
9811	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-30 23:06:02.104081
9812	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-31 00:21:05.76686
9813	187.2.149.156	158.119.147.11	bb02959c.virtua.com.br	2012-03-31 00:49:17.820391
9814	124.124.235.58	158.119.147.11	124.124.235.58	2012-03-31 06:58:58.907393
9815	124.124.235.58	158.119.147.11	124.124.235.58	2012-03-31 07:00:11.206101
9816	124.124.235.58	158.119.147.11	124.124.235.58	2012-03-31 07:01:02.592429
9817	124.124.235.58	158.119.147.11	124.124.235.58	2012-03-31 07:01:47.116538
9818	201.75.102.235	158.119.147.11	c94b66eb.virtua.com.br	2012-03-31 22:07:04.507119
9819	201.75.102.235	158.119.147.11	c94b66eb.virtua.com.br	2012-03-31 22:10:36.978345
9820	201.75.102.235	158.119.147.11	c94b66eb.virtua.com.br	2012-04-01 03:11:58.3108
9821	201.75.102.235	158.119.147.11	c94b66eb.virtua.com.br	2012-04-01 03:13:47.220667
9822	201.75.102.235	158.119.147.11	c94b66eb.virtua.com.br	2012-04-01 03:29:19.348624
9823	201.75.102.235	158.119.147.11	c94b66eb.virtua.com.br	2012-04-01 03:32:45.256794
9824	201.75.102.235	158.119.147.11	c94b66eb.virtua.com.br	2012-04-01 03:37:25.326784
9825	201.75.102.235	158.119.147.11	c94b66eb.virtua.com.br	2012-04-01 03:38:40.298561
9826	201.75.102.235	158.119.147.11	c94b66eb.virtua.com.br	2012-04-01 03:40:13.12524
9827	201.75.102.235	158.119.147.11	c94b66eb.virtua.com.br	2012-04-01 03:42:19.94221
9828	201.75.102.235	158.119.147.11	c94b66eb.virtua.com.br	2012-04-01 03:43:24.355665
9829	201.75.102.235	158.119.147.11	c94b66eb.virtua.com.br	2012-04-01 03:44:26.810525
9830	23.20.161.168	158.119.147.11	ec2-23-20-161-168.compute-1.amazonaws.com	2012-04-01 21:05:15.605976
9831	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:36:54.93128
9832	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:37:35.948788
9833	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:38:35.768455
9834	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:39:38.262388
9835	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:40:27.624299
9836	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:41:20.196947
9837	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:41:37.706785
9838	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:41:57.450858
9839	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:42:14.12801
9840	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:42:29.52367
9841	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:42:46.486515
9842	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:43:15.494246
9843	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:43:45.300443
9844	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:43:55.196293
9845	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:44:11.517322
9846	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:44:23.341977
9847	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:44:29.510229
9848	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:44:44.135579
9849	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:45:09.28452
9850	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:45:19.446445
9851	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:45:30.906272
9852	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:45:35.422417
9853	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:46:29.792782
9854	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:46:50.602236
9855	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:46:53.934721
9856	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:47:15.287481
9857	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:47:18.364329
9858	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:47:32.404701
9859	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:47:35.544642
9860	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:47:46.291235
9861	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:47:52.897123
9862	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:48:02.105554
9863	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:48:23.790778
9864	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:48:25.68871
9865	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:48:38.8767
9866	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:48:40.482887
9867	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:48:59.104219
9868	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:49:03.038662
9869	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:49:15.616225
9870	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:49:22.936062
9871	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:49:43.221284
9872	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:50:02.348547
9873	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:50:39.771495
9874	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:51:29.540655
9875	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:52:18.684412
9876	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 09:53:02.815299
9877	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:09:32.658473
9878	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:11:43.393033
9879	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:13:42.89655
9880	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:14:36.948404
9881	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:15:13.490217
9882	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:15:43.267467
9883	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:15:43.269055
9884	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:16:02.727912
9885	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:16:23.375512
9886	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:16:39.83457
9887	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:16:48.612784
9888	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:17:09.182003
9889	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:17:35.335591
9890	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:17:41.876822
9891	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:17:52.858289
9892	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:18:09.680849
9893	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:19:03.659073
9894	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:19:48.07878
9895	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:25:09.746999
9896	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:25:28.679091
9897	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:25:46.136753
9898	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:26:00.824643
9899	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:26:20.385139
9900	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:26:29.388906
9901	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:26:51.530312
9902	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:27:01.501967
9903	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:27:21.406776
9904	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:27:35.281027
9905	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:27:53.896535
9906	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:28:06.789312
9907	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:28:23.855135
9908	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:28:32.873865
9909	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:28:54.603203
9910	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:29:17.457351
9911	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:29:31.997554
9912	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:29:51.358703
9913	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:30:11.312053
9914	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:30:31.55691
9915	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:30:57.633056
9916	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:31:14.845396
9917	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:31:35.921386
9918	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:31:54.732146
9919	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:32:19.666445
9920	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:32:35.427055
9921	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:32:55.472508
9922	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:33:15.32431
9923	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:33:40.987909
9924	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:33:57.082596
9925	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:34:18.173467
9926	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:34:30.094864
9927	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:34:51.16886
9928	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:35:14.087948
9929	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:35:26.504131
9930	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:35:45.39622
9931	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:35:56.806328
9932	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:36:15.684079
9933	10.148.128.4	194.176.105.138	158.119.147.11	10.148.128.4	2012-04-04 10:36:28.745392
9934	220.241.26.86	158.119.147.11	220.241.26.86	2012-04-04 14:24:01.84634
9935	220.241.26.93	158.119.147.11	220.241.26.93	2012-04-04 14:35:16.286674
9936	220.241.26.93	158.119.147.11	220.241.26.93	2012-04-04 14:44:55.714926
9937	220.241.26.86	158.119.147.11	220.241.26.86	2012-04-04 14:49:02.922468
9938	23.20.85.226	158.119.147.11	ec2-23-20-85-226.compute-1.amazonaws.com	2012-04-05 00:11:12.547745
9939	124.124.235.58	158.119.147.11	124.124.235.58	2012-04-05 09:34:37.803296
9940	124.124.235.58	158.119.147.11	124.124.235.58	2012-04-05 09:35:47.139592
